,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta
20315,0.0,0.0,89.0,0.0,4.5,0.0,0.0,0.0,6.5,0.0,0.0,0.0
20316,0.0,0.0,94.5,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20321,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0
20334,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,2.0,18.5,0.0,0.0
20380,0.0,0.0,88.5,0.0,9.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20386,0.0,0.0,75.5,0.0,0.0,0.0,10.5,0.0,14.0,0.0,0.0,0.0
20389,0.0,0.0,76.7,0.0,0.0,0.0,0.0,0.8,0.0,22.5,0.0,0.0
20397,0.0,0.0,79.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
20418,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.5
20427,0.0,0.5,88.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20472,0.0,0.0,78.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0
20475,0.0,4.5,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
20481,0.0,0.0,81.5,0.0,0.0,0.0,0.0,0.0,8.5,10.0,0.0,0.0
20484,0.0,0.0,93.5,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20508,0.4,0.0,83.6,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20520,0.0,0.0,88.5,8.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
20521,0.0,0.0,87.4,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
20526,0.0,0.0,86.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20528,0.0,0.0,87.5,0.0,10.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20539,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0
20544,0.0,0.0,84.5,0.0,12.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0
20608,0.0,0.0,93.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
20609,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
20619,0.0,0.0,90.4,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
20620,0.0,0.0,71.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0
20627,0.0,0.0,80.5,0.0,3.5,0.0,0.0,0.0,0.0,16.0,0.0,0.0
20648,0.0,0.0,82.5,0.0,16.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
20741,0.0,4.5,94.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
20751,0.0,4.0,94.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20755,0.0,0.0,80.5,0.0,0.0,5.0,0.0,0.0,14.5,0.0,0.0,0.0
20835,0.1,0.0,94.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20853,0.0,1.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0
20864,0.0,0.0,82.5,1.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20869,0.3,0.0,94.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20877,0.0,0.0,81.5,0.0,0.0,0.0,4.5,0.0,14.0,0.0,0.0,0.0
20881,0.0,0.0,89.5,6.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
20898,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0
20903,0.5,0.0,88.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0
20914,0.0,0.0,90.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
20935,0.0,0.0,89.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
20936,0.0,0.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.1
20961,0.0,0.0,78.9,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6
20966,0.0,0.0,74.5,1.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0
20985,0.0,0.0,86.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20987,0.0,0.0,91.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
21000,0.0,0.0,79.5,0.0,19.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21001,0.0,0.0,88.0,0.0,11.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
21002,0.0,0.0,85.5,0.0,10.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0
21026,0.0,0.0,74.5,0.0,0.0,0.0,2.5,0.0,0.0,23.0,0.0,0.0
21048,0.0,0.0,81.5,0.0,17.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
21049,0.7,0.0,88.8,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0
21053,0.0,0.0,88.5,0.0,0.0,0.0,0.0,0.0,7.5,4.0,0.0,0.0
21101,0.0,0.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.6
21105,0.4,0.0,84.1,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21107,0.0,0.0,82.3,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
21115,0.0,0.0,75.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
21132,0.0,4.0,91.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
21150,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0
21173,0.0,0.0,94.0,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21174,0.0,0.0,82.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
21191,0.6,0.0,81.4,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21208,0.0,0.0,94.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
21240,0.8,0.0,85.2,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21243,0.0,0.0,87.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21255,0.0,0.0,75.8,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.7
21260,0.0,0.0,90.0,0.0,3.5,0.0,0.0,0.0,6.5,0.0,0.0,0.0
21266,0.0,0.0,75.5,2.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0
21269,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,1.5,0.0
21286,0.0,3.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21295,0.0,0.0,81.2,0.0,18.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0
21319,0.0,0.0,86.4,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
21324,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0
21329,0.2,0.0,90.8,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
21336,0.0,0.0,87.0,4.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21351,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.2
21393,0.0,3.5,92.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
21407,0.0,0.0,92.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21409,0.0,0.0,90.4,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.1
21412,0.0,1.5,82.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0
21432,0.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,2.5,25.0,0.0,0.0
21440,0.0,0.0,91.5,3.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0
21445,0.0,0.0,88.5,0.0,8.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
21447,0.0,0.0,76.0,0.0,2.5,0.0,0.0,0.0,0.0,21.5,0.0,0.0
21467,0.0,0.0,82.0,0.0,2.5,0.0,0.0,0.0,0.0,15.5,0.0,0.0
21469,0.0,4.5,94.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21486,0.0,0.0,91.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
21518,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0
21529,0.0,0.0,86.2,0.0,13.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
21573,0.0,0.0,93.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
21582,0.0,0.0,88.0,5.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
21590,0.1,0.0,90.4,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0
21595,0.0,2.0,93.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21609,0.7,0.0,86.8,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
21612,0.0,2.0,94.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21625,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,6.5,0.0
21634,0.0,0.0,79.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21641,0.0,0.0,86.5,0.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0
21646,0.0,0.0,89.5,8.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21687,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.2,0.0,22.0,0.0,0.0
21699,0.0,0.0,89.0,3.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
21713,0.0,0.0,91.5,2.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21717,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0
21741,0.0,0.0,87.7,0.0,11.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0
21770,0.0,0.0,86.8,0.0,12.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0
21777,0.0,0.0,80.1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
21800,0.0,0.0,90.5,7.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21806,0.3,0.0,87.2,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
21831,0.0,0.0,75.7,0.0,0.0,0.0,0.0,0.3,0.0,24.0,0.0,0.0
21848,0.0,0.0,80.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21850,0.0,0.0,91.5,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21902,0.0,0.0,84.0,0.0,15.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
21907,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,5.5,11.0,0.0,0.0
21910,0.0,0.0,87.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
21919,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0
21945,0.0,0.0,91.5,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21956,0.0,0.0,78.0,1.5,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0
21964,0.0,0.0,89.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22001,0.0,0.0,83.0,1.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002,0.0,0.0,76.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.5,0.0
22003,0.0,0.0,89.6,0.0,0.0,0.0,0.0,0.4,10.0,0.0,0.0,0.0
22006,0.0,0.0,89.5,7.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
22022,0.0,3.5,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
22025,0.0,4.0,88.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
22064,0.0,0.0,89.2,0.0,0.0,0.0,0.0,0.8,10.0,0.0,0.0,0.0
22087,0.0,0.0,90.0,0.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22100,0.0,0.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
22104,0.0,0.0,83.0,0.0,16.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
22110,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,11.5,0.0,5.0,0.0
22113,0.0,0.0,82.5,0.0,15.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
22114,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0
22115,0.0,0.0,86.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
22135,0.0,0.0,93.7,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
22154,0.0,0.0,91.3,8.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
22178,0.0,0.0,82.0,0.0,16.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0
22186,0.0,0.0,93.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22199,0.0,0.0,92.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
22204,0.0,3.0,93.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
22210,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0
22220,0.0,0.0,85.0,0.0,11.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0
22255,0.0,0.5,96.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22256,0.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,5.0,0.0
22263,0.0,0.0,91.0,1.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0
22265,0.0,0.0,84.5,0.0,0.0,0.0,2.5,0.0,13.0,0.0,0.0,0.0
22285,0.0,0.0,80.5,2.5,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
22298,0.0,0.0,91.5,5.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
22302,0.0,0.0,88.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
22304,0.0,0.0,83.7,0.0,16.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
22306,0.0,0.0,92.0,7.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
22329,0.0,0.0,91.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
22332,0.0,0.0,91.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
22365,0.0,0.0,88.5,0.0,0.0,1.5,0.0,0.0,10.0,0.0,0.0,0.0
22379,0.0,0.0,90.5,3.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
22386,0.0,0.0,77.9,0.0,0.0,0.0,0.0,0.6,0.0,21.5,0.0,0.0
22406,0.0,0.0,86.5,0.0,11.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
22407,0.0,0.0,80.5,0.0,17.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
22421,0.0,0.0,92.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22425,0.0,0.0,90.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.5
22432,0.0,0.0,83.5,0.0,14.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0
22444,0.2,0.0,87.3,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
22459,0.0,0.0,92.5,5.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
22460,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0
22471,0.0,0.0,71.5,0.0,19.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0
22472,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,9.5,0.0
22480,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0
22490,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,5.5,0.0
22504,0.0,1.5,95.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22508,0.0,0.0,89.3,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.2
22516,0.0,0.0,87.5,0.0,9.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0
22520,0.0,1.5,90.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
22536,0.0,0.0,93.9,5.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
22571,0.0,0.0,87.5,0.0,0.0,0.0,1.0,0.0,11.5,0.0,0.0,0.0
22584,0.0,0.0,85.3,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2
22617,0.0,0.0,81.5,0.0,0.0,4.5,0.0,0.0,14.0,0.0,0.0,0.0
22622,0.0,0.0,76.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,9.5,0.0
22647,0.0,0.0,87.0,2.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0
22666,0.0,0.0,89.5,0.0,6.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0
22678,0.0,0.0,89.0,0.5,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0
22680,0.0,0.0,85.9,0.0,13.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0
22692,0.0,0.0,84.5,0.0,0.0,0.0,3.0,0.0,12.5,0.0,0.0,0.0
22699,0.0,0.0,84.5,2.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22704,0.0,3.5,91.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22723,0.0,0.0,92.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
22731,0.0,0.0,80.5,0.0,0.0,0.0,8.0,0.0,11.5,0.0,0.0,0.0
22740,0.6,0.0,86.4,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22746,0.4,0.0,80.1,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22754,0.0,0.0,86.5,0.0,0.0,0.0,1.5,0.0,12.0,0.0,0.0,0.0
22765,0.0,0.0,87.1,0.0,0.0,0.0,0.0,0.4,12.5,0.0,0.0,0.0
22766,0.0,0.0,84.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22791,0.0,0.0,86.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
22802,0.0,0.0,90.0,4.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0
22803,0.0,0.0,92.5,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22815,0.1,0.0,74.4,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0
22829,0.0,0.0,90.7,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.8
22830,0.1,0.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0
22839,0.5,0.0,81.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22853,0.4,0.0,90.1,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0
22863,0.0,0.0,89.0,6.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22866,0.0,0.0,81.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
22893,0.0,0.0,73.5,0.0,0.0,0.0,0.0,0.0,1.5,25.0,0.0,0.0
22934,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,6.5,10.0,0.0,0.0
22962,0.0,1.5,85.5,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
22967,0.0,0.0,86.8,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
22978,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,7.5,0.0
22983,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,2.5,23.5,0.0,0.0
22996,0.0,0.0,82.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0
23000,0.0,0.0,86.4,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.6
23014,0.0,0.0,90.0,0.0,7.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0
23022,0.0,0.0,76.5,0.0,14.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0
23027,0.0,0.0,86.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
23031,0.0,0.0,92.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23066,0.0,0.0,85.5,0.0,14.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
23069,0.0,0.0,91.0,0.0,0.5,0.0,0.0,0.0,8.5,0.0,0.0,0.0
23085,0.0,0.0,80.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0
23090,0.0,0.0,86.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
23092,0.0,0.0,85.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
23118,0.6,0.0,90.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121,0.0,0.0,89.5,0.0,5.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0
23124,0.0,0.0,86.7,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
23130,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0
23141,0.0,0.0,83.5,0.0,14.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
23142,0.0,0.0,94.0,5.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
23145,0.0,0.0,88.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.5,0.0
23162,0.0,0.0,81.8,0.0,18.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
23170,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,3.5,18.5,0.0,0.0
23187,0.0,0.0,88.5,1.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0
23188,0.9,0.0,81.1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23219,0.0,2.5,89.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0
23257,0.0,0.0,85.5,0.0,13.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
23268,0.0,0.0,85.5,1.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23277,0.0,1.5,77.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
23293,0.4,0.0,90.6,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
23297,0.0,0.0,72.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
23298,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.5,0.0
23348,0.0,0.0,87.9,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.1
23368,0.0,0.0,90.5,8.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
23381,0.0,0.0,95.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23392,0.0,0.0,89.5,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23429,0.0,0.0,81.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
23436,0.0,0.0,87.5,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23481,0.0,2.5,86.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
23522,0.0,1.5,90.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0
23526,0.0,0.0,87.6,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9
23527,0.0,2.0,86.5,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0
23532,0.0,0.0,90.5,7.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23577,0.0,1.5,86.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23585,0.0,0.0,89.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23605,0.0,0.0,76.9,0.0,0.0,0.0,0.0,0.1,0.0,23.0,0.0,0.0
23649,0.0,0.0,92.0,4.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
23653,0.8,0.0,91.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23669,0.0,0.0,81.5,0.0,0.0,0.0,0.0,0.0,4.0,14.5,0.0,0.0
23678,0.0,0.0,79.5,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
23689,0.0,0.0,87.8,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.2
23690,0.0,0.0,81.5,1.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23698,0.0,0.0,89.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
23722,0.9,0.0,82.6,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23730,0.0,0.0,88.2,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.8
23739,0.0,0.0,88.5,0.0,4.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0
23743,0.0,0.0,95.3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
23745,0.0,0.0,76.5,0.0,3.5,0.0,0.0,0.0,0.0,20.0,0.0,0.0
23752,0.0,0.0,93.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
23766,0.0,0.0,88.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23775,0.0,0.0,79.5,0.0,18.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0
23798,0.0,0.0,93.0,4.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
23804,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,1.5,0.0
23812,0.0,0.0,84.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
23847,0.0,0.0,83.5,0.0,0.0,0.0,6.5,0.0,10.0,0.0,0.0,0.0
23866,0.9,0.0,87.6,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0
23892,0.0,0.0,84.0,0.0,15.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
23896,0.0,0.0,78.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
23901,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,2.5,15.5,0.0,0.0
23909,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,5.0,19.5,0.0,0.0
23935,0.0,0.0,85.8,0.0,13.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0
23941,0.0,0.0,78.7,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8
